"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x2950511466","x1314584183403171840",2020-10-09 15:11:07,"HR4Supt","TODAY! @DougVanDine, @MaryKlute, @mike_siebersma, @HR4Supt &amp; Jennifer Overley will be leading a webinar titled “Ingredients for a Successful Algebra Program in Middle School” at 11 a.m. MT. Learn more and RSVP to attend here: https://t.co/elXcMxoalt #mathedchat #mathed #algebra1","Twitter Web App",144,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,,,"x593832841 x2254005247 x579978304 x442459907 x2950511466","RELCentral DougVanDine MaryKlute mike_siebersma HR4Supt","en",,,,,,,,,,,,,,,,"x1308769971405815808","TODAY! @DougVanDine, @MaryKlute, @mike_siebersma, @HR4Supt &amp; Jennifer Overley will be leading a webinar titled “Ingredients for a Successful Algebra Program in Middle School” at 11 a.m. MT. Learn more and RSVP to attend here: https://t.co/elXcMxoalt #mathedchat #mathed #algebra1",2020-09-23 14:07:31,"Fanbooster by Traject",1,1,"x593832841","RELCentral","REL Central",3138,1641,6374,"CO, KS, MO, NE, ND, SD, WY","REL Central provides education research, resources, & technical support to Central states, policymakers, & practitioners. RT/follow does not imply endorsement.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/HR4Supt/status/1314584183403171840","D. John Downs","Hallsville School District","Father, superintendent, artist, and passionate advocate of quality education for all. Opinions are my own.","https://t.co/V90Dtyw1rs",FALSE,247,177,7,417,220,2014-12-29 16:08:42,FALSE,"https://t.co/V90Dtyw1rs","http://www.hallsville.org/ims/superintendent/",,"https://pbs.twimg.com/profile_banners/2950511466/1447265095","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/899466695814852608/fUGx_NDo_normal.jpg"
