"user_id"
"x1440367883100454923"
"x1440324800073723911"
"x2771935422"
"x1428352685971972109"
"x1372191646675300354"
"x1223237874193223680"
"x1440296325896048646"
"x1437422889821777921"
"x1439365643082649602"
"x313064334"
"x1434920534068826112"
"x1413241286874877955"
"x2742709755"
"x12914892"
"x1440029988468580361"
"x197005227"
"x1440017270000865280"
"x1440017212668997634"
"x1440017315769188353"
"x1440017086332358657"
"x1440017181371105284"
"x1440017184047042561"
"x3286126081"
"x1681969428"
"x4295563992"
"x3326614393"
"x4141645460"
"x1439940336780906500"
"x1437950388230098947"
"x1439777203022090242"
"x2886513887"
"x1436010797629644803"
"x1439940928316141571"
"x1439999146954481671"
"x1440005685656244224"
"x1439961669837352963"
"x1440003152539906051"
"x1439731379688853510"
"x1439971123228200970"
"x763402350748962816"
"x707386722"
"x1438728800833990657"
"x1439939180646203399"
"x850439936"
"x1161465266586431488"
"x1439932725096591368"
"x1318847094778589185"
"x956228078803587078"
"x1430197994020741124"
"x1633348328"
"x745024875325169664"
"x1057092179892432896"
"x1439604138606800898"
"x58693159"
"x1429941900753219588"
"x1307423227338162178"
"x880691460458381312"
"x1313151407994929154"
"x1331842399"
"x696691428186025984"
"x1439410701433442313"
"x1437213768694566912"
"x3357451569"
"x1439372356061995008"
"x94437965"
"x1319593092274556928"
"x1439281006448504837"
"x1023403170"
"x1439213764927180805"
"x1202143288041467904"
"x404751903"
"x1249954340481257472"
"x1439049888000614400"
"x903002573887737863"
"x1438962758108598274"
"x1231248169020903425"
"x1627951261"
"x2804705250"
"x2390341920"
"x817134644"
"x1433727929226203142"
"x1431277169838223363"
"x1320480422225154049"
"x1391113464530223113"
"x55036058"
"x1209262701840621569"
"x1438550315150848001"
"x983346608564834305"
"x993139949628264448"
"x724578034263707648"
"x1438043577641226241"
"x879140919915667456"
"x1435486786902396933"
"x125501737"
"x1420220219339968512"
"x1357604171038355456"
"x1438285806431457281"
"x355198390"
"x1438175396151898118"
"x777917937554493440"
"x1438150499660873740"
"x1438151335275339779"
"x943521454720765952"
"x1272212495571259393"
"x1395809573752262656"
"x1438074533798350848"
"x400563740"
"x1437991265061199872"
"x1283988833902555136"
"x1437980982724874244"
"x1046127982991962112"
"x1396286551689023490"
"x2862481358"
"x1432821591726039042"
"x333769825"
"x1467968622"
"x275463023"
"x1437792568264232976"
"x2588357147"
"x1333922652835221506"
"x1156107855621025792"
"x1437608065985961987"
"x3302675880"
"x1430590911688450049"
"x1437548965109633024"
"x1431444192115441665"
"x1549644422"
"x1435074240085123077"
"x1437488044844662784"
"x1426593152513855492"
"x1437386039103049731"
"x1246953174721794052"
"x549517202"
"x1436639597220360197"
"x1437131928801529859"
"x243827515"
"x1437276787780636672"
"x1437268011698819072"
"x1349152021203468288"
"x971892357728751616"
"x1327628969429131265"
"x1360467321026977792"
"x1426246073614471174"
"x1090584646327455745"
"x1437189422626267137"
"x1522038114"
"x1170005368279203840"
"x1434186378443640833"
"x1424772142823002112"
"x1419638899228520451"
"x36060146"
"x1287262610602070016"
"x1382212441774333955"
"x23986715"
"x2578359186"
"x1435730294280278017"
"x1233488737113399298"
"x21917300"
"x1436716772476993544"
"x166595392"
"x1408468296505073669"
"x1436537965233201152"
"x91108957"
"x1239585393760059393"
"x27374340"
"x1436398329961779229"
"x1436499897482686470"
"x939607398070841346"
"x1298385450575572995"
"x756184326681792512"
"x1436428644726022163"
"x718197358807285760"
"x2690819550"
"x1418634286069059585"
"x1436384607931404292"
"x1436356760693055494"
"x1359838548522901504"
"x1434172104782516227"
"x2932144888"
"x1435559194774675463"
"x1435599814578905088"
"x1370796442156204037"
"x222286626"
"x1424435665337425921"
"x930506473804677121"
"x1389732210085871617"
"x470613155"
"x1436092130548715521"
"x1435779267242168323"
"x1422032231091032068"
"x1430461258076082185"
"x1425228508301774851"
"x911802360778887168"
"x1431815737249726468"
"x2992415429"
"x847644609119346688"
"x1260780755036385282"
"x2777284133"
"x1165407210983305216"
"x397347017"
"x865777694"
"x1289077967881109504"
"x1433886181301882880"
"x2974711863"
"x118925108"
"x1414617329409871874"
"x1435742059537723393"
"x861355700"
"x40290059"
"x318102164"
"x1435661983349678087"
"x1435636527887912960"
"x1012678974915432448"
"x1050058412648792064"
"x1435157171977609225"
"x1433333944112463875"
"x1310175596605997057"
"x1435379167223324673"
"x1278408368756047872"
"x3754616776"
"x1241774571046555657"
"x1433488961830334468"
"x1392364756762169344"
"x864170385885061121"
"x2350998021"
"x1435036500975144963"
"x1645506782"
"x1434899180816904197"
"x1434503574105608193"
"x1143208589021945856"
"x25218041"
"x712020803148189698"
"x1434652479820472323"
"x3257523523"
"x1433839604373856273"
"x1424433968762564610"
"x1029022837745610752"
"x1434559969584717831"
"x1434266889547563016"
"x825551700794687488"
"x1434352285560315907"
"x1434432027290386432"
"x131849546"
"x3364186252"
"x1434320178926563328"
"x1434257443400425478"
"x1434217769843691522"
"x211982621"
"x573585617"
"x1223748529"
"x1434051942544670724"
"x1334233131562528768"
"x1433988493361905668"
"x48755564"
"x2696569838"
"x1418627542806941699"
"x1433860004365443087"
"x1163898577954988032"
"x1433617748186308609"
"x1294080835222515713"
"x1433793456728690726"
"x1270059282109784064"
"x1409571071758508033"
"x1414509826143522817"
"x703435532936675330"
"x1472096852"
"x316823582"
"x1155198000"
"x1432099038074134535"
"x1418266559936561158"
"x200798604"
"x1426420941177950211"
"x1428711900972388354"
"x1433464515631489029"
"x1433455836970500099"
"x1433435160108670984"
"x1064269990680043521"
"x1420456278120439819"
"x1433309282410409986"
"x1430236810337079300"
"x1408152467544576003"
"x168312731"
"x741980428186198017"
"x1433177157233221641"
"x930538058239311877"
"x1737654606"
"x1433141371867746305"
"x300651785"
"x1433128092931928066"
"x1415708641848594434"
"x810560826184761349"
"x778166426"
"x1433063050786086914"
"x2439330002"
"x1426172449964572679"
"x572188722"
"x1083845470756192267"
"x940922724612034561"
"x2402363625"
"x884794603240599552"
"x458743752"
"x1432790430417051652"
"x1354101277169496064"
"x1432404355500683267"
"x1432745492463693832"
"x1423410963760484357"
"x1432733413828616200"
"x1432712295306629128"
"x1432688127953539075"
"x25428701"
"x1432689373171048448"
"x1382828829186621442"
"x1432685882440617990"
"x1432686029417426944"
"x1432688888527654919"
"x1432686799839711239"
"x1432688162283954182"
"x1432688191551819785"
"x1432685703826223104"
"x1359320998173151232"
"x1371974605179662338"
"x1427981615775592451"
"x1411719748199583751"
"x1432550282773286914"
"x1153134545891397632"
"x1431080190935961603"
"x621118271"
"x1037833534004768768"
"x1432360248464060418"
"x951919716"
"x1432360073452474369"
"x837340882823180288"
"x2926739791"
"x1451858616"
"x1427320259493642246"
"x1431428776940949507"
"x1849210476"
"x1348676655213015042"
"x567417527"
"x257786118"
"x1093673187072712704"
"x1139087897288556546"
"x1348967353476792322"
"x1432281703196684291"
"x1432306888289488900"
"x550884294"
"x1432192720546766858"
"x2933979090"
"x1427875731577745410"
"x1708693909"
"x1431411074411159552"
"x321514711"
"x17704535"
"x1152350205821562880"
"x1432040184074412035"
"x1432020324313440259"
"x1930598437"
"x1431849353132617729"
"x1210956180140331009"
"x1431803783806394372"
"x1431779311422484487"
"x865788306"
"x1466815146"
"x1431752025335754755"
"x337774540"
"x1104435873515556864"
"x102659393"
"x1429634195136172034"
"x1429990657830146049"
"x2707441610"
"x16145966"
"x1160050558448762880"
"x1091437139974344705"
"x1394046023023083521"
"x1245503985617903616"
"x3315259674"
"x879513919"
"x79991630"
"x334996641"
"x1431541624656465920"
"x1431515867490111488"
"x4361237419"
"x223362146"
"x1422276832305557514"
"x1425678009898455045"
"x1319784053550186496"
"x310385911"
"x589654046"
"x1167575742"
"x1285190681141616641"
"x918592882830868480"
"x886020048246120449"
"x883471850885570560"
"x45441566"
"x1248299773435633667"
"x1430088867156217876"
"x955492483"
"x1167986686095253504"
"x1431282547972091908"
"x2524598768"
"x1422320224930516996"
"x266906883"
"x1431105626097266690"
"x1431073751613980672"
"x1431053020528136192"
"x3315147074"
"x4196107589"
"x1186775994499125248"
"x1430993060259844105"
"x1242201348096978944"
"x1430962755138359297"
"x1430957638536290312"
"x1430916326655156225"
"x3827299011"
"x1430516862178168832"
"x1404771979392028675"
"x1430827884185329666"
"x1723877959"
"x389666689"
"x1430692692317679618"
"x1427985356054532100"
"x3273108038"
"x257982745"
"x1413352867566481409"
"x1430621548801634318"
"x1430624986109145091"
"x895690223094566912"
"x1430581112238231553"
"x1359171616836521988"
"x1430544099187335174"
"x1409612975745376258"
"x1430519427850702851"
"x1198370124937547779"
"x1430328364376551425"
"x186520110"
"x1171869002823454720"
"x1169762171489849344"
"x2302597907"
"x1429796552932003851"
"x1384233484042919940"
"x1430257454600892428"
"x1430211072171053062"
"x1430184355729711110"
"x1343773592685723648"
"x1383103654417272839"
"x1237957311156477952"
"x1430170685821882377"
"x865937402027806720"
"x1063455223107207168"
"x1430135862319255556"
"x879792504496848897"
"x714655563209007104"
"x1430020984166256667"
"x2651850710"
"x866333915505717249"
"x863911006409560064"
"x1417556066821361664"
"x1429889725570162695"
"x1279270813426999296"
