"file_name","type","desc","time"
"mtbos2020-10-29_12_30_32.csv","tag","#mtbos","2020-10-29_12_30_32"
"iteachmath2020-10-29_12_30_49.csv","tag","#iteachmath","2020-10-29_12_30_49"
"edutwitter2020-10-30_20_19_11.csv","tag","#edutwitter","2020-10-30_20_19_11"
"teachertwitter2020-10-30_20_20_15.csv","tag","#teachertwitter","2020-10-30_20_20_15"
"edtech2020-10-30_20_21_37.csv","tag","#edtech","2020-10-30_20_21_37"
"edtwt2020-10-30_20_23_46.csv","tag","#edtwt","2020-10-30_20_23_46"
"edtech2020-10-30_21_30_15.csv","tag","#edtech","2020-10-30_21_30_15"
"education2020-10-30_21_31_45.csv","tag","#education","2020-10-30_21_31_45"
"stem2020-10-30_21_37_19.csv","tag","#stem","2020-10-30_21_37_19"
"algebra2020-10-30_22_20_55.csv","tag","#algebra","2020-10-30_22_20_55"
"nctm2020-10-30_22_31_14.csv","user","nctm","2020-10-30_22_31_14"
"OAMEcounts2020-10-30_22_34_54.csv","user","OAMEcounts","2020-10-30_22_34_54"
"FieldsMathEd2020-10-30_23_27_15.csv","user","FieldsMathEd","2020-10-30_23_27_15"
"MCATA_Tweets2020-10-30_23_56_31.csv","user","MCATA_Tweets","2020-10-30_23_56_31"
"MTA_NS2020-10-30_23_59_12.csv","user","MTA_NS","2020-10-30_23_59_12"
"canmathsociety2020-10-31_00_02_52.csv","user","canmathsociety","2020-10-31_00_02_52"
"BCAMT2020-10-31_00_05_35.csv","user","BCAMT","2020-10-31_00_05_35"
"MBMAMT2020-10-31_00_09_30.csv","user","MBMAMT","2020-10-31_00_09_30"
"SMTSca2020-10-31_00_12_17.csv","user","SMTSca","2020-10-31_00_12_17"
"mtbos2020-11-03_13_12_04.csv","tag","#mtbos","2020-11-03_13_12_04"
"iteachmath2020-11-03_13_12_33.csv","tag","#iteachmath","2020-11-03_13_12_33"
"math2020-11-03_13_12_49.csv","tag","#math","2020-11-03_13_12_49"
"mathchat2020-11-03_13_13_13.csv","tag","#mathchat","2020-11-03_13_13_13"
"mtbos2020-11-07_00_29_11.csv","tag","#mtbos","2020-11-07_00_29_11"
"iteachmath2020-11-07_00_29_27.csv","tag","#iteachmath","2020-11-07_00_29_27"
"math2020-11-07_00_29_46.csv","tag","#math","2020-11-07_00_29_46"
"mathed2020-11-07_00_30_00.csv","tag","#mathed","2020-11-07_00_30_00"
"mathchat2020-11-07_00_30_13.csv","tag","#mathchat","2020-11-07_00_30_13"
"mathchat2020-11-09_22_41_46.csv","tag","#mathchat","2020-11-09_22_41_46"
"mtbos2020-11-09_22_42_02.csv","tag","#mtbos","2020-11-09_22_42_02"
"iteachmath2020-11-09_22_42_15.csv","tag","#iteachmath","2020-11-09_22_42_15"
"math2020-11-09_22_42_29.csv","tag","#math","2020-11-09_22_42_29"
"mathchat2020-11-16_22_49_25.csv","tag","#mathchat","2020-11-16_22_49_25"
"mtbos2020-11-16_22_49_42.csv","tag","#mtbos","2020-11-16_22_49_42"
"iteachmath2020-11-16_22_49_55.csv","tag","#iteachmath","2020-11-16_22_49_55"
"math2020-11-16_22_50_09.csv","tag","#math","2020-11-16_22_50_09"
"mathed2020-11-16_22_50_19.csv","tag","#mathed","2020-11-16_22_50_19"
"mathed2020-11-20_11_36_27.csv","tag","#mathed","2020-11-20_11_36_27"
"mathchat2020-11-20_11_36_38.csv","tag","#mathchat","2020-11-20_11_36_38"
"iteachmath2020-11-20_11_36_56.csv","tag","#iteachmath","2020-11-20_11_36_56"
"mtbos2020-11-20_11_37_11.csv","tag","#mtbos","2020-11-20_11_37_11"
"mtbos2020-11-26_22_22_15.csv","tag","#mtbos","2020-11-26_22_22_15"
"iteachmath2020-11-26_22_22_31.csv","tag","#iteachmath","2020-11-26_22_22_31"
"mathchat2020-11-26_22_22_46.csv","tag","#mathchat","2020-11-26_22_22_46"
"math2020-11-26_22_22_57.csv","tag","#math","2020-11-26_22_22_57"
"mtbos2020-12-05_22_47_40.csv","tag","#mtbos","2020-12-05_22_47_40"
"iteachmath2020-12-05_22_48_07.csv","tag","#iteachmath","2020-12-05_22_48_07"
"mathchat2020-12-05_22_48_27.csv","tag","#mathchat","2020-12-05_22_48_27"
"math2020-12-05_22_48_43.csv","tag","#math","2020-12-05_22_48_43"
"Desmos2021-03-04_16_59_57.csv","user","Desmos","2021-03-04_16_59_57"
"GlobalMathDept2021-03-04_17_05_49.csv","user","GlobalMathDept","2021-03-04_17_05_49"
"AIMathematics2021-03-04_17_07_52.csv","user","AIMathematics","2021-03-04_17_07_52"
"MathTeachCircle2021-03-04_17_09_20.csv","user","MathTeachCircle","2021-03-04_17_09_20"
"O34ME2021-03-04_17_15_00.csv","user","O34ME","2021-03-04_17_15_00"
"openmiddle2021-03-04_17_20_19.csv","user","openmiddle","2021-03-04_17_20_19"
"geogebra2021-03-04_17_22_38.csv","user","geogebra","2021-03-04_17_22_38"
"NCETM2021-03-04_17_25_20.csv","user","NCETM","2021-03-04_17_25_20"
"MoMath12021-03-04_17_28_48.csv","user","MoMath1","2021-03-04_17_28_48"
"JUMP_Math2021-03-04_17_34_33.csv","user","JUMP_Math","2021-03-04_17_34_33"
"MakeMathMoments2021-03-04_17_38_19.csv","user","MakeMathMoments","2021-03-04_17_38_19"
"youcubed2021-03-04_17_40_09.csv","user","youcubed","2021-03-04_17_40_09"
"MBMAMT2021-03-04_17_42_46.csv","user","MBMAMT","2021-03-04_17_42_46"
"letsplaymath2021-03-04_17_47_38.csv","user","letsplaymath","2021-03-04_17_47_38"
"davidwees2021-05-20_17_47_44.csv","user","davidwees","2021-05-20_17_47_44"
"jamestanton2021-05-20_17_48_55.csv","user","jamestanton","2021-05-20_17_48_55"
"NCTMIllum2021-05-27_13_17_52.csv","user","NCTMIllum","2021-05-27_13_17_52"
"todosmath2021-05-27_13_24_39.csv","user","todosmath","2021-05-27_13_24_39"
"MathHappensOrg2021-05-27_13_25_36.csv","user","MathHappensOrg","2021-05-27_13_25_36"
"NaturalMath2021-05-27_13_26_45.csv","user","NaturalMath","2021-05-27_13_26_45"
"MrHonner2021-05-27_13_29_32.csv","user","MrHonner","2021-05-27_13_29_32"
"j_lanier2021-05-27_13_31_29.csv","user","j_lanier","2021-05-27_13_31_29"
"mathillustrated2021-05-27_13_33_05.csv","user","mathillustrated","2021-05-27_13_33_05"
"MathforLove2021-05-27_13_34_17.csv","user","MathforLove","2021-05-27_13_34_17"
"Trianglemancsd2021-05-27_13_35_54.csv","user","Trianglemancsd","2021-05-27_13_35_54"
"mathhombre2021-05-27_13_37_04.csv","user","mathhombre","2021-05-27_13_37_04"
"samjshah22021-05-27_13_38_29.csv","user","samjshah2","2021-05-27_13_38_29"
"k8nowak2021-05-27_13_40_53.csv","user","k8nowak","2021-05-27_13_40_53"
"IllustrateMath2021-05-27_13_43_12.csv","user","IllustrateMath","2021-05-27_13_43_12"
"PaulaKrieg2021-05-27_13_45_50.csv","user","PaulaKrieg","2021-05-27_13_45_50"
"von_Oy2021-05-27_13_47_17.csv","user","von_Oy","2021-05-27_13_47_17"
"NatBanting2021-05-27_13_48_39.csv","user","NatBanting","2021-05-27_13_48_39"
"mathteacher242021-05-27_13_49_37.csv","user","mathteacher24","2021-05-27_13_49_37"
"mathequalslove2021-06-01_17_39_53.csv","user","mathequalslove","2021-06-01_17_39_53"
"AlexOverwijk2021-06-01_17_44_35.csv","user","AlexOverwijk","2021-06-01_17_44_35"
"marybourassa2021-06-01_17_47_59.csv","user","marybourassa","2021-06-01_17_47_59"
"SheriWalker722021-06-01_17_49_25.csv","user","SheriWalker72","2021-06-01_17_49_25"
"SheriWalker722021-06-07_22_24_51.csv","friends","SheriWalker72","2021-06-07_22_24_51"
"nctm_followers2021-09-21_13_47_50.csv","followers","nctm","2021-09-21_13_47_50"
